commune_id,wilaya_code,name,name_ar
766,22,Bir El Hammam,بئر الحمام
767,22,Boudjebaa El Bordj,بوجبهة البرج
768,22,Boukhanefis,بوخنفيس
769,22,Chetouane Belaila,شيطوان البلايلة
770,22,Dhaya,الضاية
771,22,El Hacaiba,الحصيبة
772,22,Hassi Dahou,حاسي دحو
773,22,Hassi Zahana,حاسي زهانة
774,22,Lamtar,لمطار
775,22,M'Cid,مسيد
776,22,Makedra,مكدرة
777,22,Marhoum,مرحوم
778,22,Merine,مرين
779,22,Mezaourou,مزاورو
780,22,Mostefa Ben Brahim,مصطفى بن ابراهيم
781,22,Moulay Slissen,مولاي سليسن
782,22,Oued Sebaa,وادي السبع
783,22,Oued Sefioun,وادي سفيون
784,22,Oued Taourira,وادي تاوريرة
785,22,Ras El Ma,راس الماء
786,22,Redjem Demouche,رجم دموش
787,22,Sehala Thaoura,السهالة الثورة
788,22,Sfisef,سفيزف
789,22,Sidi Ali Benyoub,سيدي علي بن يوب
790,22,Sidi Ali Boussidi,سيدي علي بوسيدي
791,22,Sidi Bel-Abbes,سيدي بلعباس
792,22,Sidi Brahim,سيدي ابراهيم
793,22,Sidi Chaib,سيدي شعيب
794,22,Sidi Dahou Zairs,سيدي دحو الزاير
795,22,Sidi Hamadouche,سيدي حمادوش
796,22,Sidi Khaled,سيدي خالد
797,22,Sidi Lahcene,سيدي لحسن
798,22,Sidi Yacoub,سيدي يعقوب
799,22,Tabia,طابية
800,22,Taoudmout,تاودموت
801,22,Tefessour,تفسور
802,22,Teghalimet,تغاليمت
803,22,Telagh,تلاغ
804,22,Tenira,تنيرة
805,22,Tessala,تسالة
806,22,Tilmouni,تلموني
807,22,Zerouala,زروالة
808,23,Ain El Berda,عين الباردة
809,23,Annaba,عنابة
810,23,Berrahal,برحال
811,23,Chetaibi,شطايبي
812,23,Cheurfa,الشرفة
813,23,El Bouni,البوني
814,23,El Eulma,العلمة
815,23,El Hadjar,الحجار
816,23,Oued El Aneb,واد العنب
817,23,Seraidi,سرايدي
818,23,Sidi Amar,سيدي عمار
819,23,Treat,التريعات
820,24,Ain Ben Beida,عين بن بيضاء
821,24,Ain Larbi,عين العربي
822,24,Ain Makhlouf,عين مخلوف
823,24,Ain Regada,عين رقادة
824,24,Ain Sandel,عين صندل
825,24,Belkheir,بلخير
826,24,Bendjarah,بن جراح
827,24,Beni Mezline,بني مزلين
828,24,Bordj Sabath,برج صباط
829,24,Bou Hachana,بوحشانة
830,24,Bou Hamdane,بوحمدان
831,24,Bouati Mahmoud,بوعاتي محمود
832,24,Bouchegouf,بوشقوف
833,24,Boumahra Ahmed,بومهرة أحمد
834,24,Dahouara,الدهوارة
835,24,Djeballah Khemissi,جبالة الخميسي
836,24,El Fedjoudj,الفجوج
837,24,Guelaat Bou Sbaa,قلعة بوصبع
838,24,Guelma,قالمة
839,24,Hammam Debagh,حمام دباغ
840,24,Hammam N'Bail,حمام النبايل
841,24,Heliopolis,هيليوبوليس
842,24,Houari Boumedienne,هواري بومدين
843,24,Khezaras,لخزارة
844,24,Medjez Amar,مجاز عمار
845,24,Medjez Sfa,مجاز الصفاء
846,24,Nechmaya,نشماية
847,24,Oued Cheham,وادي الشحم
848,24,Oued Ferragha,وادي فراغة
849,24,Oued Zenati,وادي الزناتي
850,24,Ras El Agba,رأس العقبة
851,24,Roknia,الركنية
852,24,Sellaoua Announa,سلاوة عنونة
853,24,Tamlouka,تاملوكة
854,25,Ain Abid,عين عبيد
855,25,Ain Smara,عين السمارة
856,25,Ben Badis,أبن باديس الهرية
857,25,Beni Hamidane,بني حميدان
858,25,Constantine,قسنطينة
859,25,Didouche Mourad,ديدوش مراد
860,25,El Khroub,الخروب
861,25,Hamma Bouziane,حامة بوزيان
862,25,Ibn Ziad,ابن زياد
863,25,Messaoud Boudjeriou,بوجريو مسعود
864,25,Ouled Rahmoun,أولاد رحمون
865,25,Zighoud Youcef,زيغود يوسف
866,26,Ain Boucif,عين بوسيف
867,26,Ain Ouksir,عين اقصير
868,26,Aissaouia,العيساوية
869,26,Aziz,عزيز
870,26,Baata,بعطة
871,26,Ben Chicao,بن شكاو
872,26,Beni Slimane,بني سليمان
873,26,Berrouaghia,البرواقية
874,26,Bir Ben Laabed,بئر بن عابد
875,26,Boghar,بوغار
876,26,Bouaiche,بوعيش
877,26,Bouaichoune,بوعيشون
878,26,Bouchrahil,بوشراحيل
879,26,Boughzoul,بوغزول
880,26,Bouskene,بوسكن
881,26,Chabounia,الشهبونية
882,26,Chelalet El Adhaoura,شلالة العذاورة
883,26,Cheniguel,شنيقل
884,26,Derrag,دراق
885,26,Djouab,جواب
886,26,Draa Esmar,ذراع السمار
887,26,El Azizia,العزيزية
888,26,El Guelbelkebir,القلب الكبير
889,26,El Hamdania,الحمدانية
890,26,El Haoudane,الحوضان
891,26,El Omaria,العمارية
892,26,El Ouinet,العوينات
893,26,Hannacha,حناشة
894,26,Kef Lakhdar,الكاف الاخضر
895,26,Khams Djouamaa,خمس جوامع
896,26,Ksar El Boukhari,قصر البخاري
897,26,M'fatha,مفاتحة
898,26,Maghraoua,مغراوة
899,26,Medea,المدية
900,26,Medjebar,مجبر
901,26,Mezerana,مزغنة
902,26,Mihoub,ميهوب
903,26,Ouamri,عوامري
904,26,Oued Harbil,وادي حربيل
905,26,Ouled Antar,أولاد عنتر
906,26,Ouled Bouachra,أولاد بوعشرة
907,26,Ouled Brahim,أولاد إبراهيم
908,26,Ouled Deid,أولاد دايد
909,26,Ouled Emaaraf,أولاد امعرف
910,26,Ouled Hellal,أولاد هلال
911,26,Oum El Djellil,أم الجليل
912,26,Ouzera,وزرة
913,26,Rebaia,الربعية
914,26,Saneg,السانق
915,26,Sedraya,سدراية
916,26,Seghouane,سغوان
917,26,Si Mahdjoub,سي المحجوب
918,26,Sidi Demed,سيدي دامد
919,26,Sidi Naamane,سيدي نعمان
920,26,Sidi Rabie,سيدي الربيع
921,26,Sidi Zahar,سيدي زهار
922,26,Sidi Ziane,سيدي زيان
923,26,Souagui,السواقي
924,26,Tablat,تابلاط
925,26,Tafraout,تفراوت
926,26,Tamesguida,تمسقيدة
927,26,Tizi Mahdi,تيزي مهدي
928,26,Tletat Ed Douair,ثلاث دوائر
929,26,Zoubiria,الزبيرية
930,27,Achaacha,عشعاشة
931,27,Ain-Boudinar,عين بودينار
932,27,Ain-Nouissy,عين نويسي
933,27,Ain-Sidi Cherif,عين سيدي الشريف
934,27,Ain-Tedles,عين تادلس
935,27,Benabdelmalek Ramdane,بن عبد المالك رمضان
936,27,Bouguirat,بوقيراط
937,27,Fornaka,فرناقة
938,27,Hadjadj,حجاج
939,27,Hassi Mameche,حاسي ماماش
940,27,Hassiane,الحسيان (بني ياحي
941,27,Khadra,خضرة
942,27,Kheir-Eddine,خير الدين
943,27,Mansourah,منصورة
944,27,Mazagran,مزغران
945,27,Mesra,ماسرة
946,27,Mostaganem,مستغانم
947,27,Nekmaria,نكمارية
948,27,Oued El Kheir,وادي الخير
949,27,Ouled Boughalem,أولاد بوغالم
950,27,Ouled-Maalah,أولاد مع الله
951,27,Safsaf,صفصاف
952,27,Sayada,صيادة
953,27,Sidi Ali,سيدي علي
954,27,Sidi Belaattar,سيدي بلعطار
955,27,Sidi-Lakhdar,سيدي لخضر
956,27,Sirat,سيرات
957,27,Souaflia,السوافلية
958,27,Sour,سور
959,27,Stidia,ستيدية
960,27,Tazgait,تزقايت
961,27,Touahria,الطواهرية
962,28,Ain El Hadjel,عين الحجل
963,28,Ain El Melh,عين الملح
964,28,Ain Fares,عين فارس
965,28,Ain Khadra,عين الخضراء
966,28,Ain Rich,عين الريش
967,28,Belaiba,بلعايبة
968,28,Ben Srour,بن سرور
969,28,Beni Ilmane,بني يلمان
970,28,Benzouh,بن زوه
971,28,Berhoum,برهوم
972,28,Bir Foda,بئر فضة
973,28,Bou Saada,بوسعادة
974,28,Bouti Sayeh,بوطي السايح
975,28,Chellal,شلال
976,28,Dehahna,دهاهنة
977,28,Djebel Messaad,جبل مساعد
978,28,El Hamel,الهامل
979,28,El Houamed,الحوامد
980,28,Hammam Dalaa,حمام الضلعة
981,28,Khettouti Sed-El-Jir,خطوطي سد الجير
982,28,Khoubana,خبانة
983,28,M'Cif,مسيف
984,28,M'Sila,المسيلة
985,28,M'Tarfa,المطارفة
986,28,Maadid,المعاضيد
987,28,Maarif,معاريف
988,28,Magra,مقرة
989,28,Medjedel,امجدل
990,28,Menaa,مناعة
991,28,Mohamed Boudiaf,محمد بوضياف
992,28,Ouanougha,ونوغة
993,28,Ouled Addi Guebala,أولاد عدي لقبالة
994,28,Ouled Derradj,أولاد دراج
995,28,Ouled Madhi,أولاد ماضي
996,28,Ouled Mansour,أولاد منصور
997,28,Ouled Sidi Brahim,أولاد سيدي ابراهيم
998,28,Ouled Slimane,أولاد سليمان
999,28,Oulteme,ولتام
1000,28,Sidi Aissa,سيدي عيسى
1001,28,Sidi Ameur,سيدي عامر
1002,28,Sidi Hadjeres,سيدي هجرس
1003,28,Sidi M'Hamed,سيدي امحمد
1004,28,Slim,سليم
1005,28,Souamaa,السوامع
1006,28,Tamsa,تامسة
1007,28,Tarmount,تارمونت
1008,28,Zarzour,زرزور
1009,29,Ain Fares,عين فارس
1010,29,Ain Fekan,عين فكان
1011,29,Ain Ferah,عين فراح
1012,29,Ain Frass,عين أفرص
1013,29,Alaimia,العلايمية
1014,29,Aouf,عوف
1015,29,Benian,بنيان
1016,29,Bou Henni,بوهني
1017,29,Bouhanifia,بوحنيفية
1018,29,Chorfa,الشرفاء
1019,29,El Bordj,البرج
1020,29,El Gaada,القعدة
1021,29,El Ghomri,الغمري
1022,29,El Gueitena,القطنة
1023,29,El Hachem,الحشم
1024,29,El Keurt,القرط
1025,29,El Mamounia,المأمونية
1026,29,El Menaouer,المنور
1027,29,Ferraguig,فراقيق
1028,29,Froha,فروحة
1029,29,Gharrous,غروس
1030,29,Ghriss,غريس
1031,29,Guerdjoum,قرجوم
1032,29,Hacine,حسين
1033,29,Khalouia,خلوية
1034,29,Makhda,ماقضة
1035,29,Maoussa,ماوسة
1036,29,Mascara,معسكر
1037,29,Matemore,المطمور
1038,29,Mocta-Douz,مقطع الدوز
1039,29,Mohammadia,المحمدية
1040,29,Nesmot,نسمط
1041,29,Oggaz,عقاز
1042,29,Oued El Abtal,وادي الأبطال
1043,29,Oued Taria,وادي التاغية
1044,29,Ras El Ain Amirouche,رأس عين عميروش
1045,29,Sedjerara,سجرارة
1046,29,Sehailia,السهايلية
1047,29,Sidi Abdeldjebar,سيدي عبد الجبار
1048,29,Sidi Abdelmoumene,سيدي عبد المومن
1049,29,Sidi Boussaid,سيدي بوسعيد
1050,29,Sidi Kada,سيدي قادة
1051,29,Sig,سيق
1052,29,Tighennif,تيغنيف
1053,29,Tizi,تيزي
1054,29,Zahana,زهانة
1055,29,Zelamta,زلامطة
1056,30,Ain Beida,عين البيضاء
1057,30,El Borma,البرمة
1058,30,Hassi Ben Abdellah,حاسي بن عبد الله
1059,30,Hassi Messaoud,حاسي مسعود
1060,30,N'Goussa,انقوسة
1061,30,Ouargla,ورقلة
1062,30,Rouissat,الرويسات
1063,30,Sidi Khouiled,سيدي خويلد
1064,31,Ain Biya,عين البية
1065,31,Ain Kerma,عين الكرمة
1066,31,Ain Turk,عين الترك
1067,31,Arzew,أرزيو
1068,31,Ben Freha,بن فريحة
1069,31,Bethioua,بطيوة
1070,31,Bir El Djir,بئر الجير
1071,31,Boufatis,بوفاتيس
1072,31,Bousfer,بوسفر
1073,31,Boutlelis,بوتليليس
1074,31,El Ancor,العنصر
1075,31,El Braya,البراية
1076,31,El Kerma,الكرمة
1077,31,Es Senia,السانية
1078,31,Gdyel,قديل
1079,31,Hassi Ben Okba,حاسي بن عقبة
1080,31,Hassi Bounif,حاسي بونيف
1081,31,Hassi Mefsoukh,حاسي مفسوخ
1082,31,Marsat El Hadjadj,مرسى الحجاج
1083,31,Mers El Kebir,المرسى الكبير
1084,31,Messerghin,مسرغين
1085,31,Oran,وهران
1086,31,Oued Tlelat,وادي تليلات
1087,31,Sidi Ben Yebka,سيدي بن يبقى
1088,31,Sidi Chami,سيدي الشحمي
1089,31,Tafraoui,طفراوي
1090,32,Arbaouat,اربوات
1091,32,Aïn El Orak,عين العراك
1092,32,Boualem,بوعلام
1093,32,Bougtoub,بوقطب
1094,32,Boussemghoun,بوسمغون
1095,32,Brezina,بريزينة
1096,32,Cheguig,الشقيق
1097,32,Chellala,شلالة
1098,32,El Bayadh,البيض
1099,32,El Bnoud,البنود
1100,32,El Kheiter,الخيثر
1101,32,El Mehara,المحرة
1102,32,Ghassoul,الغاسول
1103,32,Kef El Ahmar,الكاف الأحمر
1104,32,Krakda,كراكدة
1105,32,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ
1106,32,Rogassa,رقاصة
1107,32,Sidi Ameur,سيدي عامر
1108,32,Sidi Slimane,سيدي سليمان
1109,32,Sidi Tiffour,سيدي طيفور
1110,32,Stitten,ستيتن
1111,32,Tousmouline,توسمولين
1112,33,Bordj Omar Driss,برج عمر إدريس
1113,33,Debdeb,دبداب
1114,33,Illizi,إيليزي
1115,33,In Amenas,إن أمناس
1116,34,Ain Taghrout,عين تاغروت
1117,34,Ain Tesra,عين تسرة
1118,34,B. B. Arreridj,برج بوعريرج
1119,34,Belimour,بليمور
1120,34,Ben Daoud,بن داود
1121,34,Bir Kasdali,بئر قاصد علي
1122,34,Bordj Ghedir,برج الغدير
1123,34,Bordj Zemmoura,برج زمورة
1124,34,Colla,القلة
1125,34,Djaafra,جعافرة
1126,34,El Achir,الياشير
1127,34,El Annasseur,العناصر
1128,34,El Euch,العش
1129,34,El M'hir,المهير
1130,34,El Main,الماين
1131,34,Elhammadia,الحمادية
1132,34,Ghailasa,غيلاسة
1133,34,Haraza,حرازة
1134,34,Hasnaoua,حسناوة
1135,34,Khelil,خليل
1136,34,Ksour,القصور
1137,34,Mansoura,المنصورة
1138,34,Medjana,مجانة
1139,34,Ouled Brahem,أولاد أبراهم
1140,34,Ouled Dahmane,أولاد دحمان
1141,34,Ouled Sidi-Brahim,أولاد سيدي ابراهيم
1142,34,Rabta,الرابطة
1143,34,Ras El Oued,رأس الوادي
1144,34,Sidi-Embarek,سيدي أمبارك
1145,34,Taglait,تقلعيت
1146,34,Tassamert,تسامرت
1147,34,Tefreg,تفرق
1148,34,Teniet En Nasr,ثنية النصر
1149,34,Tixter,تيكستار
1150,35,Afir,أعفير
1151,35,Ammal,عمال
1152,35,Baghlia,بغلية
1153,35,Ben Choud,بن شود
1154,35,Beni Amrane,بني عمران
1155,35,Bordj Menaiel,برج منايل
1156,35,Boudouaou,بودواو
1157,35,Boudouaou El Bahri,بودواو البحري
1158,35,Boumerdes,بومرداس
1159,35,Bouzegza Keddara,بوزقزة قدارة
1160,35,Chabet El Ameur,شعبة العامر
1161,35,Corso,قورصو
1162,35,Dellys,دلس
1163,35,Djinet,جنات
1164,35,El Kharrouba,الخروبة
1165,35,Hammedi,حمادي
1166,35,Isser,يسر
1167,35,Khemis El Khechna,خميس الخشنة
1168,35,Larbatache,الاربعطاش
1169,35,Leghata,لقاطة
1170,35,Naciria,الناصرية
1171,35,Ouled Aissa,أولاد عيسى
1172,35,Ouled Hedadj,أولاد هداج
1173,35,Ouled Moussa,أولاد موسى
1174,35,Si Mustapha,سي مصطفى
1175,35,Sidi Daoud,سيدي داود
1176,35,Souk El Had,سوق الحد
1177,35,Taourga,تاورقة
1178,35,Thenia,الثنية
1179,35,Tidjelabine,تيجلابين
1180,35,Timezrit,تيمزريت
1181,35,Zemmouri,زموري
1182,36,Ain El Assel,عين العسل
1183,36,Ain Kerma,عين الكرمة
1184,36,Asfour,عصفور
1185,36,Ben M Hidi,بن مهيدي
1186,36,Berrihane,بريحان
1187,36,Besbes,البسباس
1188,36,Bougous,بوقوس
1189,36,Bouhadjar,بوحجار
1190,36,Bouteldja,بوثلجة
1191,36,Chebaita Mokhtar,شبيطة مختار
1192,36,Chefia,الشافية
1193,36,Chihani,شحاني
1194,36,Drean,الذرعـان
1195,36,Echatt,الشط
1196,36,El Aioun,العيون
1197,36,El Kala,القالة
1198,36,El Tarf,الطارف
1199,36,Hammam Beni Salah,حمام بني صالح
1200,36,Lac Des Oiseaux,بحيرة الطيور
1201,36,Oued Zitoun,وادي الزيتون
1202,36,Raml Souk,رمل السوق
1203,36,Souarekh,السوارخ
1204,36,Zerizer,زريزر
1205,36,Zitouna,الزيتونة
1206,37,Oum El Assel,أم العسل
1207,37,Tindouf,تندوف
1208,38,Ammari,عماري
1209,38,Beni Chaib,بني شعيب
1210,38,Beni Lahcene,بني لحسن
1211,38,Bordj Bounaama,برج بونعامة
1212,38,Bordj El Emir Abdelkader,برج الأمير عبد القادر
1213,38,Boucaid,بوقائد
1214,38,Khemisti,خميستي
1215,38,Larbaa,الأربعاء
1216,38,Lardjem,لرجام
1217,38,Layoune,العيون
1218,38,Lazharia,الأزهرية
1219,38,Maacem,المعاصم
1220,38,Melaab,الملعب
1221,38,Ouled Bessam,أولاد بسام
1222,38,Sidi Abed,سيدي عابد
1223,38,Sidi Boutouchent,سيدي بوتوشنت
1224,38,Sidi Lantri,سيدي العنتري
1225,38,Sidi Slimane,سيدي سليمان
1226,38,Tamellahet,تملاحت
1227,38,Theniet El Had,ثنية الاحد
1228,38,Tissemsilt,تيسمسيلت
1229,38,Youssoufia,اليوسفية
1230,39,Bayadha,البياضة
1231,39,Ben Guecha,بن  قشة
1232,39,Debila,الدبيلة
1233,39,Douar El Maa,دوار الماء
1234,39,El Ogla,العقلة
1235,39,El-Oued,الوادي
1236,39,Guemar,قمار
1237,39,Hamraia,الحمراية
1238,39,Hassani Abdelkrim,حساني عبد الكريم
1239,39,Hassi Khalifa,حاسي خليفة
1240,39,Kouinine,كوينين
1241,39,Magrane,المقرن
1242,39,Mih Ouansa,اميه وانسة
1243,39,Nakhla,النخلة
1244,39,Oued El Alenda,وادي العلندة
1245,39,Ourmes,ورماس
1246,39,Reguiba,الرقيبة
1247,39,Robbah,الرباح
1248,39,Sidi Aoun,سيدي عون
1249,39,Taghzout,تغزوت
1250,39,Taleb Larbi,الطالب العربي
1251,39,Trifaoui,الطريفاوي
1252,40,Ain Touila,عين الطويلة
1253,40,Babar,بابار
1254,40,Baghai,بغاي
1255,40,Bouhmama,بوحمامة
1256,40,Chechar,ششار
1257,40,Chelia,شلية
1258,40,Djellal,جلال
1259,40,El Hamma,الحامة
1260,40,El Mahmal,المحمل
1261,40,El Oueldja,الولجة
1262,40,Ensigha,انسيغة
1263,40,Kais,قايس
1264,40,Khenchela,خنشلة
1265,40,Khirane,خيران
1266,40,M'Sara,مصارة
1267,40,M'Toussa,متوسة
1268,40,Ouled Rechache,أولاد رشاش
1269,40,Remila,الرميلة
1270,40,Tamza,طامزة
1271,40,Taouzianat,تاوزيانت
1272,40,Yabous,يابوس
1273,41,Ain Soltane,عين سلطان
1274,41,Ain Zana,عين الزانة
1275,41,Bir Bouhouche,بئر بوحوش
1276,41,Drea,الدريعة
1277,41,Haddada,الحدادة
1278,41,Hanencha,الحنانشة
1279,41,Khedara,الخضارة
1280,41,Khemissa,خميسة
1281,41,M'daourouche,مداوروش
1282,41,Machroha,المشروحة
1283,41,Merahna,المراهنة
1284,41,Oued Kebrit,وادي الكبريت
1285,41,Ouillen,ويلان
1286,41,Ouled Driss,أولاد إدريس
1287,41,Ouled Moumen,أولاد مومن
1288,41,Oum El Adhaim,أم العظايم
1289,41,Ragouba,الراقوبة
1290,41,Safel El Ouiden,سافل الويدان
1291,41,Sedrata,سدراتة
1292,41,Sidi Fredj,سيدي فرج
1293,41,Souk Ahras,سوق أهراس
1294,41,Taoura,تاورة
1295,41,Terraguelt,ترقالت
1296,41,Tiffech,تيفاش
1297,41,Zaarouria,الزعرورية
1298,41,Zouabi,الزوابي
1299,42,Aghbal,أغبال
1300,42,Ahmer El Ain,أحمر العين
1301,42,Ain Tagourait,عين تاقورايت
1302,42,Attatba,الحطاطبة
1303,42,Beni Mileuk,بني ميلك
1304,42,Bou Haroun,بوهارون
1305,42,Bou Ismail,بواسماعيل
1306,42,Bourkika,بورقيقة
1307,42,Chaiba,الشعيبة
1308,42,Cherchell,شرشال
1309,42,Damous,الداموس
1310,42,Douaouda,دواودة
1311,42,Fouka,فوكة
1312,42,Gouraya,قوراية
1313,42,Hadjout,حجوط
1314,42,Hadjret Ennous,حجرة النص
1315,42,Khemisti,خميستي
1316,42,Kolea,القليعة
1317,42,Larhat,الأرهاط
1318,42,Menaceur,مناصر
1319,42,Merad,مراد
1320,42,Messelmoun,مسلمون
1321,42,Nador,الناظور
1322,42,Sidi Ghiles,سيدي غيلاس
1323,42,Sidi Rached,سيدي راشد
1324,42,Sidi Semiane,سيدي سميان
1325,42,Sidi-Amar,سيدي عامر
1326,42,Tipaza,تيبازة
1327,43,Ahmed Rachedi,أحمد راشدي
1328,43,Ain Beida Harriche,عين البيضاء أحريش
1329,43,Ain Mellouk,عين الملوك
1330,43,Ain Tine,عين التين
1331,43,Amira Arres,اعميرة اراس
1332,43,Benyahia Abderrahmane,بن يحي عبد الرحمن
1333,43,Bouhatem,بوحاتم
1334,43,Chelghoum Laid,شلغوم العيد
1335,43,Chigara,الشيقارة
1336,43,Derrahi Bousselah,دراحي بوصلاح
1337,43,El Ayadi Barbes,العياضي برباس
1338,43,El Mechira,مشيرة
1339,43,Ferdjioua,فرجيوة
1340,43,Grarem Gouga,القرارم قوقة
1341,43,Hamala,حمالة
1342,43,Mila,ميلة
1343,43,Minar Zarza,مينار زارزة
1344,43,Oued Athmenia,وادي العثمانية
1345,43,Oued Endja,وادي النجاء
1346,43,Oued Seguen,وادي سقان
1347,43,Ouled Khalouf,أولاد اخلوف
1348,43,Rouached,الرواشد
1349,43,Sidi Khelifa,سيدي خليفة
1350,43,Sidi Merouane,سيدي مروان
1351,43,Tadjenanet,تاجنانت
1352,43,Tassadane Haddada,تسدان حدادة
1353,43,Tassala Lematai,تسالة لمطاعي
1354,43,Teleghma,التلاغمة
1355,43,Terrai Bainen,ترعي باينان
1356,43,Tiberguent,تيبرقنت
1357,43,Yahia Beniguecha,يحي بني قشة
1358,43,Zeghaia,زغاية
1359,44,Ain-Benian,عين البنيان
1360,44,Ain-Bouyahia,عين بويحيى
1361,44,Ain-Defla,عين الدفلى
1362,44,Ain-Lechiakh,عين الاشياخ
1363,44,Ain-Soltane,عين السلطان
1364,44,Ain-Torki,عين التركي
1365,44,Arib,عريب
1366,44,Bathia,بطحية
1367,44,Belaas,بلعاص
1368,44,Ben Allal,بن علال
1369,44,Bir-Ould-Khelifa,بئر ولد خليفة
1370,44,Birbouche,بربوش
1371,44,Bordj-Emir-Khaled,برج الأمير خالد
1372,44,Boumedfaa,بومدفع
1373,44,Bourached,بوراشد
1374,44,Djelida,جليدة
1375,44,Djemaa Ouled Cheikh,جمعة أولاد الشيخ
1376,44,Djendel,جندل
1377,44,El-Abadia,العبادية
1378,44,El-Amra,العامرة
1379,44,El-Attaf,العطاف
1380,44,El-Maine,الماين
1381,44,Hammam-Righa,حمام ريغة
1382,44,Hassania,الحسانية
1383,44,Hoceinia,الحسينية
1384,44,Khemis-Miliana,خميس مليانة
1385,44,Mekhatria,المخاطرية
1386,44,Miliana,مليانة
1387,44,Oued Chorfa,وادي الشرفاء
1388,44,Oued Djemaa,واد الجمعة
1389,44,Rouina,الروينة
1390,44,Sidi-Lakhdar,سيدي الأخضر
1391,44,Tacheta Zegagha,تاشتة زقاغة
1392,44,Tarik-Ibn-Ziad,طارق بن زياد
1393,44,Tiberkanine,تبركانين
1394,44,Zeddine,زدين
1395,45,Ain Ben Khelil,عين بن خليل
1396,45,Ain Sefra,عين الصفراء
1397,45,Asla,عسلة
1398,45,Djenienne Bourezg,جنين بورزق
1399,45,El Biodh,البيوض
1400,45,Kasdir,القصدير
1401,45,Makmen Ben Amar,مكمن بن عمار
1402,45,Mecheria,المشرية
1403,45,Moghrar,مغرار
1404,45,Naama,النعامة
1405,45,Sfissifa,سفيسيفة
1406,45,Tiout,تيوت
1407,46,Aghlal,أغلال
1408,46,Ain El Arbaa,عين الأربعاء
1409,46,Ain Kihal,عين الكيحل
1410,46,Ain Temouchent,عين تموشنت
1411,46,Ain Tolba,عين الطلبة
1412,46,Aoubellil,عقب الليل
1413,46,Beni Saf,بني صاف
1414,46,Bouzedjar,بوزجار
1415,46,Chaabat El Ham,شعبة اللحم
1416,46,Chentouf,شنتوف
1417,46,El Amria,العامرية
1418,46,El Maleh,المالح
1419,46,El Messaid,المساعيد
1420,46,Emir Abdelkader,الأمير عبد القادر
1421,46,Hammam Bou Hadjar,حمام بوحجر
1422,46,Hassasna,الحساسنة
1423,46,Hassi El Ghella,حاسي الغلة
1424,46,Oued Berkeche,وادي برقش
1425,46,Oued Sebbah,وادي الصباح
1426,46,Ouled Boudjemaa,أولاد بوجمعة
1427,46,Ouled Kihal,أولاد الكيحل
1428,46,Oulhaca El Gheraba,ولهاصة الغرابة
1429,46,Sidi Ben Adda,سيدي بن عدة
1430,46,Sidi Boumediene,سيدي بومدين
1431,46,Sidi Ouriache,سيدي ورياش
1432,46,Sidi Safi,سيدي صافي
1433,46,Tamzoura,تامزورة
1434,46,Terga,تارقة
1435,47,Berriane,بريان
1436,47,Bounoura,بونورة
1437,47,Dhayet Bendhahoua,ضاية بن ضحوة
1438,47,El Atteuf,العطف
1439,47,El Guerrara,القرارة
1440,47,Ghardaia,غرداية
1441,47,Mansoura,المنصورة
1442,47,Metlili,متليلي
1443,47,Sebseb,سبسب
1444,47,Zelfana,زلفانة
1445,48,Ain Rahma,عين الرحمة
1446,48,Ain-Tarek,عين طارق
1447,48,Ammi Moussa,عمي موسى
1448,48,Belaassel Bouzagza,بلعسل بوزقزة
1449,48,Bendaoud,بن داود
1450,48,Beni Dergoun,بني درقن
1451,48,Beni Zentis,بني زنطيس
1452,48,Dar Ben Abdelah,دار بن عبد الله
1453,48,Djidiouia,جديوية
1454,48,El H'madna,الحمادنة
1455,48,El Hassi,الحاسي
1456,48,El Ouldja,الولجة
1457,48,El-Guettar,القطار
1458,48,El-Matmar,المطمر
1459,48,Had Echkalla,حد الشكالة
1460,48,Hamri,حمري
1461,48,Kalaa,القلعة
1462,48,Lahlef,لحلاف
1463,48,Mazouna,مازونة
1464,48,Mediouna,مديونة
1465,48,Mendes,منداس
1466,48,Merdja Sidi Abed,مرجة سيدي عابد
1467,48,Ouarizane,واريزان
1468,48,Oued El Djemaa,وادي الجمعة
1469,48,Oued Essalem,وادي السلام
1470,48,Oued-Rhiou,وادي رهيو
1471,48,Ouled Aiche,أولاد يعيش
1472,48,Ouled Sidi Mihoub,أولاد سيدي الميهوب
1473,48,Ramka,الرمكة
1474,48,Relizane,غليزان
1475,48,Sidi Khettab,سيدي  خطاب
1476,48,Sidi Lazreg,سيدي لزرق
1477,48,Sidi M'Hamed Benaouda,سيدي امحمد بن عودة
1478,48,Sidi M'hamed Benali,سيدي أمحمد بن علي
1479,48,Sidi Saada,سيدي سعادة
1480,48,Souk El Had,سوق الحد
1481,48,Yellel,يلل
1482,48,Zemmoura,زمورة
1483,49,Aougrout,أوقروت
1484,49,Charouine,شروين
1485,49,Deldoul,دلدول
1486,49,Ksar Kaddour,قصر قدور
1487,49,Metarfa,المطارفة
1488,49,Ouled Aissa,أولاد عيسى
1489,49,Ouled Said,أولاد السعيد
1490,49,Talmine,طالمين
1491,49,Timimoun,تيميمون
1492,49,Tinerkouk,تنركوك
1493,50,Bordj Badji Mokhtar,برج باجي مختار
1494,50,Timiaouine,تيمياوين
1495,51,Besbes,بسباس
1496,51,Chaiba,الشعيبة
1497,51,Doucen,الدوسن
