source_dataset,source_product_id,family_key,subtype_key,source_title,source_description,source_bullet_points,source_brand,source_color,source_image_urls_json,useful_judgments,useful_queries
esci,B082XX8XYJ,electrical,work-lights,"2-Pack LED Garage Light 60W Garage Lighting - 6000LM 6500K LED Deformable Garage Ceiling Lights, LED Shop Light with Adjustable Multi-Position Panels, LED Glow Light for Garage, Workshop","LED Garage Light 60W Garage Lighting - 6000LM 6500K LED Deformable Garage Ceiling Lights, LED Shop Light with Adjustable Multi-Position Panels, LED Glow Light for Garage, Workshop (‎Item Package Quantity: 2)","★Please make sure Sold by GHUSTAR, NOT other BRAND from this page! More Features★【Super Bright Garage Light】With 3 ultra-bright adjustable LED light Panels, The world's leading LED technology with 144 Pcs top led chips that total 6000 lumens , 6500K daylight for your garage, providing the first-class indoor lighting experience.
【Humanized Adjustable Design】Unique wide-angle garage lighting design with three 90 degree adjustable multi-position panels, which can have a perfect garage lighting distribution curve according to your application, this will make the light cover 360° area.
【Energy Saving】LED garage light non-diminishing brightness, brighter more than other light fixtures, only 60w low power consumption, led garage lights save up to 60% on your electricity bill compare with traditio",GHUSTAR,‎item Package Quantity: 2,"[""https://m.media-amazon.com/images/I/71kklAqRJdL._AC_SX679_PIbundle-2,TopRight,0,0_SH20_.jpg""]",6,60w led garage light | garage led ceiling lights | garage led lights ceiling | garge light | light bulbs | light fixtures with leaves
esci,B07Z3RGL3Y,electrical,work-lights,"Torchbeam 9007/HB5 LED Bulb, 16000 Lumens Headlamp Replacement Kit, 500% Brightness LED Bulbs, 6000K Xenon White, 50000+ Hour Lifespan, Pack of 2","In addition to the optical and safety benefits, installing Torchbeam 9007 LED on your vehicle is a great way to give your car a cool new style. The crisp 6500K white light will give your vehicle a sleek modern look, incomparable to the dim yellow light of halogens. You can expect superb performance from Torchbeam LED, along with equally superb longevity. Note: 1.Some vehicles may need CANbus decoders if flickering is an issue or there are error messages 2.If your DRL (daytime running light) shares the same bulb with the low-beam the bulb may be too powerful to light up in DRL mode Specifications: Model: hb5/9007 LED bulbs Life span: 50,000hours Color temperature: 6500K cool white Voltage: 12V to 24V Features: 360-degree illumination Plug-and-play connection 200% brighter than stock halogen","500% Brightness: Torchbeam 9007 LED bulbs with 16000lm per set maximize light output, and the 6500K daylight optics provide improved visibility for enhanced confidence of night driving
492 Feet Visibility Distance: 0.16-inch ultra-thin design offers super-focused light, Torchbeam led bulbs makes you recognize obstacles and traffic signs earlier, gaining 3S more brake response
50,000 Hours Lifespan: with 6 CSP chips and 10,000RPM silent fan, ensuring 50% more cooler than LED bulbs without a fan. The bulbs can last 20 years, save the cost of 166 halogen lamps for you
U-shaped Condenser Cup Design: the unique design of the 9007/HB5 bulb ensures maximum light is concentrated and reflected down-road without blinding others, and keep the bulb bright with low decay.
10 Minutes Installation: the d",Torchbeam,"","[""https://m.media-amazon.com/images/I/61LXFhYTOpL._AC_SX425_.jpg""]",2,01 ford ranger headlights not smoke lens | 99 ford explorer headlight bulbs led
esci,B076TGWYDK,electrical,electrical-supplies,"SEAFLO 33-Series Industrial Water Pressure Pump w/Power Plug for Wall Outlet - 115VAC, 3.3 GPM, 45 PSI","<p><strong>Description</strong><br />SEAFLO's SFDPA1-033-045-33 has an incredible feature list, high quality components, and amazing performance. UL 778 & CSA 22.2 Certified. The three-chamber high volume design, driven by a heavy-duty motor produces flow rates of 3.3 GPM. It is capable of self-priming up to 6 vertical feet and can run dry making it the price to performance leader. Everything in pictures is included such as a 51S01 Filter - 1/2 NPSM Inlet/Outlet and a 51F01 Fitting - 1/2 FNPSM x 1/2 Barb. This pump also features an electrical cord which can connect directly to any standard US outlet making installation easy and simple. The 115VAC 33-Series can be used in a variety of applications and industries such as marine, boat, RV, industrial, and janitorial thanks to its versatility.","UL 778 & CSA 22.2 Certified
Self-Priming up to 6 vertical feet
3.3 GPM Flow Capacity, 115V AC Current Draw .75 amps (1.2 Max Amps)
Built-in Adjustable Pressure Switch that turns on/off at 45 PSI
Plugs into standard wall outlet with pre-installed power plug",SEAFLO,"Black, White","[""https://m.media-amazon.com/images/I/61uu8fZpmvL._AC_SX522_.jpg""]",3,1/10 horsepower water chillers | pump pressure tank | water well booster
esci,B0813N2ZC6,electrical,electrical-testers,"Digital Multimeter Pocket Clamp Multimeters Multi Tester Voltmeter Ammeter Ohmmeter AC/DC Ohm Volt Amp and Diode Voltage Electrical Tester Meter with Backlight LCD,Home Professional Use Automotive,etc","<b>THE NECESSITY OF ELECTRICAL TROUBLESHOOTING--MILKY HOUSE MULTIMETER</b> <br><br>Our Milky House Multimeter is a basic assistant to test & troubleshoot a variety of automotive and household electrical problems safely and accurately. <br> Milky House adopting durable material, it is tough enough to be used for a long time. Don't hesitate to bring it home now! <br><br> <b>Features:</b> <br> ✓AC/DC Voltage <br> ✓DC Current <br> ✓Resistance <br> ✓Diode <br> ✓Continuity <br> ✓Overload Protection <br> ✓Large Backlight Display <br> ✓Low Battery Indication <br> ✓Drop Protection Included <br> ✓Improved Buzzer <br> ✓Continuity Test <br><br> <b>Specification:</b> <br> 15mm high LCD Display <br> DC Voltage: 200mV/2V/20V/200V ±0.5%, 600V ±0.8% <br> AC Voltage: 200mV/2V/20V ±1.0%, 200V/600V ±1.2% <br>","❤【COMPLETE FUNCTIONS & MEET DAILY MEASUREMENT NEEDS】Perfect for all kinds of daily uses and industrial uses can quickly troubleshoot and help repair. With complete functions, such as AC/DC voltage, DC current, resistance, triode test, diode test, transistor hFE test, buzzer function, and continuity measurement. Can be easily used at household outlets, fuses, battery (including vehicles), automotive circuit troubleshooting, charging system, testing electronics in cars, etc.
💙【BACKLIGHT DISPLAY & SUPPORT STAND & POCKET SIZE PORTABLE】It can be used easily by experienced electricians or beginners. High resolution and a large backlight LCD screen, which is easy to read in low-light areas. A foldable bracket on the back for hand-free use and makes the screen easy to see, bring more convenience i",Milky House,Orange+ Black,"[""https://m.media-amazon.com/images/I/71H7PQR-gdL._SX522_.jpg""]",3,ohmmeter | voltage meter | voltmeter
esci,B08265KZYH,electrical,work-lights,Super Bright Spotlight 6000 Lumen LED Flashlight Handheld Rechargeable Spot Lights Outdoor 9600mAh Long Lasting Large Torchlight Searchlight and Floodlight Hiking Flashlight USB Output (Silver),"<p><b>GLANDU Heavy Duty Super Bright Searchlight</b></p> <ul> <li>6000lumens super bright L2 lamp bead handle lamp + independent bright edge floodlight.</li> </ul> <ul> <li>10000 MAH rechargeable large battery.</li> </ul> <ul> <li>USB interface design, can charge mobile phone, camera, digital products, etc.</li> </ul> <ul> <li>High quality LED survival lamp can be used for more than 100000 hours, once purchased, long-term use.</li> </ul> <ul> <li>Suitable for family maintenance and outdoor activities, such as camping, fishing, hiking, fishing at night, navigation, exploration and hunting, or as emergency lights.</li> </ul> <ul> <li>With unique side lamp design, it can be used as work lamp, camping tent, construction lamp, maintenance lamp, etc.</li> </ul> <p><b>Detailed parameters:</b></p>","Super Bright Heavy Duty Hand Held flashlight - the super ultra brightest 6000 lumen (maximum) CREE 2 LED bulb produces a bright focused beam with a lighting distance range of more than 2600 ft / 800 m. Battery life is hyper than 20 hours. There are 3 adaptive settings: high / low / flash (long press switch for 3 seconds). As long as this battery powered LED rechargeable flashlight is enough for us to illuminate all night darkness.
6 Light Modes: IPX4 Waterproof Super Bright Security light Main lamp Have High - Low - Flash 3 Brightness modes make it a long-life spotlight flashlight high lumens. Multifunctional sidelight has High - Low modes and red & blue light warning function allows you to use for work camping hiking fishing warning light (like police flashing light) in fog and haze weath",GLANDU,Silver,"[""https://m.media-amazon.com/images/I/71D5ZAq6rDL._AC_SX679_.jpg""]",4,defiant flashlight magnetic | spot light | spot lights | spotlight
esci,B07999WR3M,electrical,lighting,The EBULB Emergency LED Light Bulb by Boundery - Emergency Lights for Home Power Failure - Power Outage Lights - Rechargeable Battery Light Bulb - Works Like Ordinary Bulbs - 3500K 120V 60W - 4 Pack,"💡💡💡<b>The Boundery eBulb is the #1 best selling self-charging emergency light bulb</b> that works just like your ordinary light bulbs, but is always ready instantly when you have a power failure. The Boundery eBulb <b>only takes a few seconds to install</b> because it simply replaces your old light bulb and starts charging itself.<br><br> Plus, the LED lights are so efficient that <b>they start saving you money instantly!</b> This is the best emergency light solution available for your home.<br><br> Just turn on the light you put the eBulb in and you can safely check on everyone in your family. It's like having an expensive emergency generator installed without the costs or inconvenience. <br><br> <b>BounderyEmergency Power LED Light Bulb Benefits:<br></b> &#8226 ✅ Imagine never having to ","✅ EMERGENCY LIGHT BULBS FOR POWER OUTAGE - The Boundery EBULB self-charging emergency light bulb automatically turns on when the power fails. Use it as a handy handheld flashlight or a 24-hour guide light that's always charged. It takes only a few seconds to install and the battery charges when socketed. Get the world's #1 best-selling self-charging emergency light bulb.
✅ THE GO TO RECHARGEABLE LIGHT BULB - The EBULB self-charging emergency light bulb works just like your ordinary light bulbs but is always ready instantly when the power goes off. Simply replace your current bulb in any room, staircase, hallway, bathroom, basement, nursing home, clinic, restaurant, hotel, or store, then install the EBULB like a regular bulb and know your home can be lit during any power outage.
✅ SAFETY BA",Boundery,Yellow,"[""https://m.media-amazon.com/images/I/71DKjzNC0bL._AC_SX425_.jpg""]",5,bulb without electricity | lamp without electricity | led light bulbs home kit | light bulb without blue | light bulbs without electricity
esci,B081C5TY2J,electrical,work-lights,"Solar Charger 26800mAh, Riapow Solar Power Bank 4 Outputs USB C Quick Charge Qi Wireless Portable Charger with LED Flashlight for iPhone, Tablet, Samsung and Outdoor Camping","<b>Why This Solar Portable Charger?</b><br> 26800mAh powerful enough to juice up your phone for several times.<br> Truly cable-free portable charger with wireless output supports all QI-enabled phones for inductive charging.<br> 3A (max) outputs let you 2.5X fast power up your devices.<br> Get your recharge covered by providing both USB inputs and sunlight.<br> Serves as not only an on-the-go charger but a handy flashlight in the dark.<br><br> It is highly recommended that the power bank should be fully charged via outlet before first use.<br> If not used frequently, the product needs to be recharged every 3 months.<br> The solar charger will achieve better results when charged and discharged 3 times or more.<br> Before charging your device, please make sure the output port voltage matches","Advanced Wireless Portable Charger: Truly cable-free solar power bank with wireless output supports all QI-enabled phones for inductive charging. Such as for iPhone 11 Pro Max / XS Max / 8 plus, Samsung Galaxy S20 / S10 / Note 10 Plus etc.
26800mAh Ultra High Capacity: Handy Phone-sized portable charger powerfully delivers 8 charges for iPhone 11, 6 charges for Galaxy S10 or 3 charges for iPad mini and it is up to 8 days of reliable power on a single recharge.
Fast Charging: It can charge 4 devices simultaneously at full speed. Auto-detect your devices' current to deliver the fastest possible charging speed (3A max) which can fully charge iPhone 11 in 1.3 hours.
2.5X Recharging: You can fully charge your power bank in 7 hours with a USB C charger (not Included), which is 2.5 times faster t",Riapow,Orange,"[""https://m.media-amazon.com/images/I/71mXM2m5SjL._AC_SX679_.jpg""]",4,cargador multiple para celulares | patriot power cell | solar panel charger | solar phone charger
esci,B001RIDT84,electrical,electrical-tools,"Iso-Tip #7971 SolderPro 50 Butane Soldering Iron","The world's most popular pocket-sized butane powered soldering iron. The SolderPro 50 is a manual ignition compact micro butane soldering iron and torch. It can be used as a soldering iron, torch, hot knife or heat tool by using easily interchangeable tips. The SolderPro 50 is a multi-function heat tool specifically designed for the hobby/DIY enthusiast. The SolderPro 50 is completely portable with no electricity required resulting in no electrical interference with sensitive circuits. Its performance withstands various weather conditions. The SolderPro 50 is powered by easily refillable standard butane fuel. Applications include: electronic circuit repair, light plumbing, jewelry making, eyeglass frame repair, model building, arts and crafts, dental wax corrections and thawing frozen lock","Equivalent to a power range of 30-70 watts.
Cordless, simple and safe operation anywhere.
Ready to use 20 seconds after ignition. Tank contains fuel for 30 minutes of operation.
Soldering temperature: 410-750 degrees Farenheit. Torch temperature: 2400 degrees Farenheit.
Comes with soldering tip (#7992) and protective cap (#501).",Iso-Tip,"","[""https://m.media-amazon.com/images/I/619En2gShOL._AC_SX679_.jpg""]",2,butane mohawk hot knife | butane tips
esci,B075VBP42M,electrical,electrical-supplies,Mysa Smart Thermostat for Electric Baseboard Heaters,"Mysa is the premiere smart thermostat for high voltage/line voltage home heating. Have electric baseboard, in-floor or fan-forced heaters? Mysa is the smartest way to save money on your electricity bill - up to 26%, actually. Take full control over your energy use with remote access through our Android and iOS apps. Group multiple Mysas into different heating zones and control your whole house with the tip of your finger. Or just use your voice - integrate Mysa with Amazon Alexa, Google Home, Apple HomeKit. Add it to your Samsung SmartThings routine or create IFTTT applets. Mysa has a place in all sorts of WiFi enabled smart home setups. It’s a highly engineered piece of equipment - but looks elegant on any wall with its LED display and chic plastic casing. It’s built to blend into its env","For High/Line Voltage Systems — Mysa works with 120-240V electric baseboards and electric fan-forced heaters and requires one neutral or second live wire.
Save 26% on Your Energy Bill — Mysa helps you save money by using home energy more efficiently.
Smart Integrations — Mysa works with Alexa, Google Assistant, and Apple HomeKit. Stay cozy and connected.
Sleek, Minimalist Design — Mysa’s premium look subtly enhances your home’s style. Goodbye, boring beige!
Quick Install — Mysa installs easily in 15 minutes or less with step-by-step online guides and videos.",Mysa,Beige,"[""https://m.media-amazon.com/images/I/51m0ya-vDZL._AC_SX679_.jpg""]",3,heated floor thermostat | heater thermostats for home | line voltage thermostat with remote sensor
esci,B07RDGN4HD,electrical,work-lights,"The Most Loaded 6-in-1 Tactical Pen: Solves Other Brands' Weaknesses,Self Defense Tip + Flashlight + Ballpoint + Bottle Opener + Screw Driver + Hexagonal Wrench, 5 Ink Refills + 6 Batteries + Gift Box",Ankaka Tactical Pen,"✅MADE OF ULTRA-STRONG AIRCRAFT ALUMINUM for self defense. Patented thread design at the handle and thumb head allow a thumb grip: the optimal way to fully transfer your power to the target. Won't break. Won't rust.
✅LOW PROFILE, discreet yet effective self defense pen.
✅LIGHTWEIGHT ballpoint – Weighs half as much as a regular tactical pen when it is detached as the ballpoint only, making it practical for daily use.This solves the balance issue too.
✅WRITES SMOOTHLY EVEN WHEN WET, smear-proof ink, ink quickly dries with a consistent ink flow. Also compatible with low-price standard refills.
✅Ultra durable tip for self defense in ONE MOVE OUT FROM YOUR POCKET.",ANKAKA,Black,"[""https://m.media-amazon.com/images/I/61DxwyklbuL._AC_SX425_.jpg""]",5,fancy pens for men | pen | self defense telescopic stick | tac pen as seen on tv | the atomic bear
esci,B07DXMF23S,electrical,lighting,"Motion Sensor Light Bulbs, Aukora 12W (100-Watt Equivalent) E26 Motion Activated Dusk to Dawn Security Light Bulb Outdoor/Indoor for Front Door Porch Garage Basement Hallway Closet(Cold White 2 Pack)","<b>Enjoy Your Colorful Life, Just Start From Aukora!</b><br> The led sensor bulbs with auto switch are very convenient in home life, it will light up automatically while the motion lights bulbs detect motion in the detective range in the dark, if you want to get up at midnight, you don't have to turn all lights on and wake others up. T5he bulbs could be widely used in basement, front door, garage, carport, pantry room, storage room, stairs, corridor, patio etc. It is like an intelligent servant, lighten your way home. <br> <br> <b>NOTE: </b><br> 1.Because with a clear glass cover or fixture will educe the radius of motion detection, we don’t recommend you install the bulb into a closed lamp fixture. If you have to do this to make it avoid get wet, please let the motion sensor exposed outsi","➤Specs: Input Voltage: AC100-240V; Output Power: 12W(100-Watt Equivalent); Cold White (Color temperature: 6000-6500K); Luminous: 1000lm; Lamp Style:E26; Working Temperature: indoor use and outdoor use if outside temperature is between 14°F(-10°C) and 95°F (35°C).
➤PIR Motion Sensor Included: High quality PIR infrared sensor is installed at the tip of bulb, so the motion sensor bulb will light up automatically while it detects motion within 8-10 FT in the dark, and automatically off after the motion ceased or disappeared about 45-60 secs. NOTE: Make sure the sensor is pointing down within proper distance and angle. To increase the bulb's sensitivity, you can adjust the Angle and Height of the bulb installation, make the sensor toward the direction peopl
➤Built-in Dusk to Dawn Sensor: This m",Aukora,Motion Sensor-cool White,"[""https://m.media-amazon.com/images/I/61vXNo8n3mL._AC_SX425_PIbundle-2,TopRight,0,0_SH20_.jpg""]",7,light sensitive bulbs | motion bulb socket short daylight | motion sensor | motion sensor light | motion sensor lights | security light with socket | sensor lights indoor
esci,B07SHLS639,electrical,electrical-testers,KAIWEETS Digital Multimeter TRMS 6000 Counts Voltmeter Auto-Ranging Fast Accurately Measures Voltage Current Amp Resistance Diodes Continuity Duty-Cycle Capacitance Temperature for Automotive,"<p><b>Main functions:</b></p> <p> </p> <p>AutoRange/Analog Bar Display/True RMS/NCV/Data hold/Back light/LED lamp/Diode test/Triode test/Continuity/Over load protection/Low Battery Indication/Auto Power Off/Short-circuit protection.</p> <p> </p> <p><b>Auto Power Off:</b></p> <p>Press the 'FUNC' button when turning on the meter to deactivate the Auto Shut Off function.</p> <p> </p> <p><b>NCV:</b></p> <p> </p> <p>Place the multimeter close to the AC voltage source (no wire is required) and the multimeter will display the voltage and give a corresponding prompt.</p> <p>HTN full-viewing angle screen, 180 degree viewing angle. Has two LED backlights, Display is brighter than other sellers'. When the measured voltage exceeds 80V or current exceeds 1A, the white backlight will turn orange as a da","WIDE APPLICATIONS - KAIWEETS HT118A Multimeter measures up to 600V AC/DC voltage, 10A AC/DC current and 60 MOhms resistance, electrical tester also tests temperature, capacitance, frequency, duty-cycle, wire on-off, and test diodes and continuity.
EASY OPERATION - Switch the dial to the function you need, and the LED lights on the jacks will shine accordingly. To plug in the leads is easy. Autoranging saves you the hassle of having to know which range of value. Large 2.9” LCD backlight display, easy-to-read digits offer a 6000-count resolution.
MULTI-FUNCTION - Non-contact voltage testing and Live function with sound and light alarm. Flashlight on the back ensures easy use in dimly lit places. Min/Max/Average to record signal fluctuations. Stable kickstand, Pen slot on the back, Low batter",KAIWEETS,"","[""https://m.media-amazon.com/images/I/81THgD001tL._SX385_.jpg""]",7,auto jackoff | hvac multimeter with capacitor check | kaiweets digital multimeter | multimeter | ohmmeter | rm406b multimeter | voltmeter
esci,B00OHD15E6,electrical,electrical-supplies,"KERUI Upgraded Standalone Home Office Shop Security Alarm System Kit,Wireless Loud Indoor/Outdoor Weatherproof Siren Horn with Remote Control and Door Contact Sensor,Motion Sensor,Up to 115db","<b>NOTICE:</b><br>The alarm system comes with fully programmed.Before using,please kindly read manual and remove the insulating sheet inside sensors that come with batteries.<br>There are a <b>video</b> of how to setup detectors FYI:https://youtu.be/V7sYDPtc7Gk.<br>If you have any question or other need,please email our customer service <b>fuers.csc01@outlook.com</b> ,we will give you professional reply in time at our work time 6PM~4AM PST,thanks.<br> <br>Product Features: <br> 1. The horn support up to 30 pcs detectors,8 remote key fob,4 doorbell sensor<br> 2. wireless sensor universal learning. <br> 3. wireless remote control universal learning. <br> 4. the remote control to disarm, fortification. <br> 5. live sound alarm. <br> <br>Technical parameters: <br> 1: size: L * W * H 12mm * 10.","We offer the newest version siren host from Aug,2020;different from old one is setup guide,PLEASE NOTE an important tips:have to trigger the sensors within 6 seconds during the operation,or need pug in/out again into setting status.DOOR ALARM uses remote control to set security code for arming/disarming;home alarm system complete with fully programmable main unit and sensors,if you want to DIY,please restore factory as manual or operation video,then add them again.
DIY expandable home burglar security alarm system-this alarm horn support up to 30 pcs wireless detectors,8 remote keyfobs,loud up to 115db deluxe door alarm system for peace of mind.
Complete DIY wireless house burglar alarm system kits includes a horn and three window/door sensors,two remote controls,two pir motion detectors, ",KERUI,"","[""https://m.media-amazon.com/images/I/71s6iO6AGmL._AC_SX425_.jpg""]",4,house alarm systems | ring security system 10 piece kit | wifi siren alarm | wireless horn with remote
esci,B08DJ2W7SC,electrical,electrical-supplies,"Mini Fridge, TECCPO 1.7 Cu.Ft. Small Refrigerator, Energy Star, 6 Adjustable Thermostat Control, One-touch Easy Defrost, 37 dB, Compact Refrigerator for Bedroom, Dorm, Office - TAMF30","─────── ϟ TECCPO -TAMF30 ▲ Small Refrigerator ▲ Mini Fridge for Bedroom▲ϟ ───────<br><br>▶▶▶<b>TECCPO</b> is a brand dedicated to the production of various household tools and appliances which are used widely in more than 10 countries around the world. ◀◀◀<br>❤<b>TECCPO</b> aspiration is to provide the convenience and comfort to the life of customers, and we have always endeavored to expand globally and to support current and future customers. <br>❤<b>TECCPO</b> always upholds the tenet of “Concentration, Commitment, Long-termism, Good products”which is also our eternal pursuit .<br><br> <b>♛TECCPO mini fridge with freezer 1.7 Cu.Ft.-Perfectly Quiet and Energy-efficient.</b><br><br>♛This TECCPO mini refrigerator is 17.83"" x 18.05"" x 19.8"" in size which is ideal for bedroom, office, dorm, k","COMPACT YET CAPACIOUS: Despite its small size - 17.83"" x 18.05"" x 19.8"" (W x D x H), this small refrigerator provides 1.7 cubic feet large capacity chilled storage which could hole 40 cans. The removable shelf further expands its storage flexibility and makes cleaning easy. As the ideal fridge to keep under your desk, you will never get thirsty (or hungry) with this applicant ready by your side.
QUIET & ENERGY-EFFICIENT: With low-noise design, this small refrigerator has a noise level under 37dB, providing comfortable and quiet indoor environment for your living and working conditions. Supported by Energy Star certificate, it only consumes 0.55Kwh of electricity per day, saving your energy bill while let you enjoy a healthy low-carbon lifestyle
ADJUSTABLE THERMOSTAT CONTROL: The thermostat",TECCPO,Black,"[""https://m.media-amazon.com/images/I/71OsFm9b+UL._AC_SX385_.jpg""]",21,-7 refrigerator without freezer | 0.53 cu. ft. retro mini fridge in white without freezer | 1.1 cu ft refrigerator without freezer | 1.4 cubic feet small refrigerator without freezer | 1.4cuft small refrigerator without freezer | 1.5 cu ft mini fridge without freezer | 1.6 cu ft mini fridge without freezer | 1.6 cu. ft. mini fridge in red without freezer | 1.6 refrigerator without freezer | 1.7 mini fridge without freezer | 1.7 qt refrigerator without freezer | 1.7 refrigerator without freezer | 1.7cubit feet mini fridge without freezer | 1.8 cu ft refrigerator without freezer | 1.9 fridge wit
esci,B07RNP6KYG,electrical,electrical-supplies,"DEWENWILS Plug in Pendant Light, 2 Pack Hanging Light with 15ft Clear Cord, On/Off Switch, Frosted Plastic White Shade, Hanging Ceiling Light for Living Room, Bedroom, Dining Hall, ETL Listed","When you need a light to illuminate your love home, when you need a light that can be disassembled and styled at any time, why not choose Dewenwils plug in pendant,brighten up any living space with easy-to-install plug-in pendant.<br> <p>Blending with all decor styles you can place this fixture anywhere in your home. The 15-foot cord allows you to adjust the hanging length and position without worrying where your wall socket is placed. <br> <p>Ideally suited for kitchens, restaurants, bars and dining rooms you can use it anywhere you need a creative light. <br> <P><b>Specifications:</b><br> - Input Voltage: 120VAC 60Hz<br> -Max.load Power: Incandescent Bulb 60W Halogen 43W CFL 13W<br> -Socket Type: Standard Medium E26/A19<br> <P><b>Package Includes:</b><br> -2 x Plug in Pendant <br> -4 x C","ADJUSTABLE- 15 ft hanging cord allows you to easily adjust the height to fit your lighting needs, the switch located on the 5 ft from the plug, free yourself from bending over to turn it on/off
WIDE APPLICATION- The lightweight hanging light is perfect for dining rooms, living rooms, bedrooms and kitchens over counters or islands; also can be used in garden or greenhouse with plants bulbs
EASY TO INSTALL- Simply hang this pendant plug in light on the provided hooks without complicated hard-wire installation, and then plug it into the outlet, it is suit for Incandescent Bulb (60W) / LED Bulb (12W) / CFL Bulb (13 W)/Halogen Bulb (43 W) (bulb is not included)
MODERN MATERIAL-Frosted plastic shade and brushed nickel wire, xx inches in diameter, ideal for almost all occasions, it could perfectl",DEWENWILS,White,"[""https://m.media-amazon.com/images/I/513zKzBV5nL._AC_SX425_PIbundle-2,TopRight,0,0_SH20_.jpg""]",4,hanging lamps | hanging lamps that plug into wall outlet | hanging light | pendant plug in hanging light
esci,B078WWKZFC,electrical,electrical-supplies,Non-Programmable Thermostat 1 Heat/1 Cool,"<b>This is a 24VAC low-voltage and Millivolt System Non-programmable thermostat for room use, <br>It does NOT work with electric baseboard heat (120-240 V) and heat pump systems with backup heat.</b><br><br><b>Specifications:</b><br>Single Stage<br>1 Heat, 1 Cool<br>Non-programmable<br>4.5 sq. inch large LCD display with white backlight<br>Fan switch with ON and AUTO functions<br>Easy access battery compartment<br>Low battery indicator<br>Electric or Gas configurable<br>Separate B & O terminals<br>Separate heating and cooling swing (cycle rate) adjustments<br>Room temperature calibration adjustment<br>5 minute compressor delay protection (selectable on or off)<br>Display options: Fahrenheit or Celsius temperature display<br>Easy wire coded terminal blocks<br>Terminal Designations RH, RC, G","Single stage, 1 heat/1 cool, Non-programmable
Compatible with heating, cooling and heat pumps without auxiliary heat. Does not work with electric baseboard heat (120-240V) or multistage HVAC systems.
Electric or Gas configurable, Accurate temperature control of +/-1-Degree F for consistent comfort
Dual-powered (battery and/or hardwire 24Vac power), Easy access battery compartment.
4.5 sq. inch display with white backlight, Easy-to see and read. large, clear backlit digital display. With 5-year warranty.",Heagstat,White Lcd,"[""https://m.media-amazon.com/images/I/61nXJ8IrxCL._AC_SX679_.jpg""]",3,a/c thermostats for home | heater thermostats for home | non programmable thermostat
esci,B07DLSNNDS,electrical,lighting,"Smart WiFi Light Bulb, LED RGBCW Color Changing, Works with Alexa and Google Home Assistant, No Hub Required, A19 E26 Multicolor LUMIMAN 2 Pack",smart light bulbs google home wifi bulb google bulbs wifi led light bulb wifi led bulb color led light bulb multicolor light bulb xmas gift,"【Sync to Music】disco light bulb has 16 million colors, color changing with the music rhythm，a brilliant gift of Halloween and Christmas.
【Remote Control】group control multiple bulbs with Plusminus APP whether you are home or away
【Voice Control】works with Alexa, Echo dot and Google Assistant for voice control,no hub required. (e.g. ‘Alexa, set the bedroom to purple’)
【Schedule/Timer】set timer if you always forget to switch off the color changing light bulb
【Customize Scenes】every color is dimmable and tunable, bright enough, you can set your preference mode",LUMIMAN,Multicolored,"[""https://m.media-amazon.com/images/I/613oRgqZiFL._AC_SX385_PIbundle-2,TopRight,0,0_SH20_.jpg""]",12,a19 color changing light bulb | alexa devices | alexa smart light bulb | echo light bulbs for alexa | google home mini smart bulbs | light bulbs alexa compatible | rgb led bulbs | smart bulb | smart bulb daylight | smart home | smart light bulb | wifi light bulbs alexa
esci,B08NSFRQXR,electrical,work-lights,"WindFire 2200 Lumens LED Hunting Light Tactical Flashlight Matte Black with Quick Release Picatinny Rail Mount Offset Mount, Remote Pressure Switch, Rechargeable Batteries & Charger Included","<b>Description:</b><br> WindFire WF-501B Matte Black tactical flashlight with 45 degree quick release offset mount.<br> Super Bright, High Lumen,Portable, Lightweight, Pocket Size, Water Resistant. Made of high quality aluminum alloy, it is sturdy enough.<br> Single Mode Flashlight makes operation much more simple and easy that other flashlights, no complex modes makes hunting much easier.<br><br> <b>Specifications:</b><br> Brand: WindFire<br> Material: Aluminum Alloy<br> Light Source:CREE XML-V6 LED, much brighter than CREE T6 or L2 LED<br> Working Voltage:3.7V-12V<br> Brightness(max):2000Lumens<br> Runtime: 6Hours<br> Lighting Range: 700ft<br> Lighting Mode: 1 Mode, high<br> Power Source:1*18650 Lithium Battery(included)/2x CR123 Batteries(NOT Included)<br> Charging Time: 6 Hours or so<b","【Super Bright Tactical Light Single Mode】CREE V6 LED, brightness reaches up to 2000 Lumens with a fully charged battery, 700ft long range light. 5 Hours long lasting time. Perfect for outdoor shooting, hunting, hiking, camping, night walking, emergency, etc..
【Quick Release 45 Degree Offset Mount】Quick release offset mount, Equiped with QD cam lock, quick attaching and detaching structure, fit for 25mm Flashlight, can also be installed on standard rails picatinny, fully adjustable with nuts & screws included. Complete solution for Mounting Flashlight.
【Durable & Water Resistant Flashlight】It is made of aircraft-grade aluminum alloy with black anodized matte finish, providing you a waterproof and sturdy outdoor tool set, very durable. Equipped with waterproof RUBBER O- rings, safe enough to",WINDFIRE,Black,"[""https://m.media-amazon.com/images/I/61DxgtqEXAL._AC_SX522_.jpg""]",2,ar flashlight | ar15 flashlight with mount
